genomes,ratio_1,ratio_2,ratio_3
GCA_001607555.1_ASM160755v1_genomic.fna,0.011942240262230385,0.03333333333333333,0.013572680735176776
GCA_011955845.2_PDT000494971.3_genomic.fna,0.0008381796460655207,0.03333333333333333,0.0043286676446462604
GCA_012111275.1_PDT000375975.2_genomic.fna,0.0035656920422425225,0.03333333333333333,0.07172909511419248
GCA_012254085.1_PDT000289139.3_genomic.fna,0.0074951817344717135,0.03333333333333333,0.039974565430501
GCA_012461225.1_PDT000217108.3_genomic.fna,0.0016434108592276169,0.03333333333333333,0.10899462258808919
GCA_014576175.1_PDT000836318.1_genomic.fna,0.00011046778077131433,0.03333333333333333,0.010264162499644843
GCA_014689615.1_PDT000841052.1_genomic.fna,0.014683473324232319,0.03333333333333333,0.03764473952110432
GCA_015287005.1_PDT000881705.1_genomic.fna,0.004232854850781464,0.03333333333333333,0.0056991844542233355
GCA_016851645.1_PDT000935007.1_genomic.fna,0.0401582853053086,0.03333333333333333,0.007608352426072076
GCA_017017915.1_PDT000972803.1_genomic.fna,0.01215573874132731,0.03333333333333333,0.03382750593241817
GCA_017134955.1_PDT000948683.1_genomic.fna,0.00587333378360785,0.03333333333333333,0.003858533876651125
GCA_017671065.1_PDT000995300.1_genomic.fna,0.0012988110230851726,0.03333333333333333,0.04096836130858902
GCA_017673085.1_PDT000995605.1_genomic.fna,0.00023824423591920372,0.03333333333333333,0.001996939622272732
GCA_019261085.1_PDT001090460.1_genomic.fna,3.8797684704426595e-05,0.03333333333333333,0.04416246770484549
GCA_022217905.1_PDT001248835.1_genomic.fna,0.011557452577829017,0.03333333333333333,0.016688030296726955
GCA_024192735.1_PDT001355028.1_genomic.fna,0.0028698992058700298,0.03333333333333333,0.004618445343659683
GCA_025034035.1_PDT001386311.1_genomic.fna,0.009092984936643619,0.03333333333333333,0.11126681091240441
GCA_025259005.1_PDT001423678.1_genomic.fna,0.0009691725105343339,0.03333333333333333,0.06944536495485341
GCA_025263345.1_PDT001423572.1_genomic.fna,0.8,0.03333333333333333,0.0011651368168253617
GCA_025619945.1_PDT001445752.1_genomic.fna,0.003741959150447857,0.03333333333333333,0.02577328911068345
GCA_029739455.1_PDT001689255.1_genomic.fna,0.007793369237620433,0.03333333333333333,0.02158792951105775
GCA_031522605.1_PDT001884915.1_genomic.fna,0.010370655136006377,0.03333333333333333,0.0089143790730128
GCA_032612115.1_PDT001924950.1_genomic.fna,0.010401243462187662,0.03333333333333333,0.019411681906620726
GCA_032816185.1_ASM3281618v1_genomic.fna,0.002343373904698173,0.03333333333333333,0.009458893121195086
GCA_039998825.1_PDT002183143.1_genomic.fna,0.009514530243504613,0.03333333333333333,0.11588941659869094
GCA_044143365.1_PDT002441606.1_genomic.fna,0.0021171960206407565,0.03333333333333333,0.055360110267721085
GCA_047595605.1_PDT002618692.1_genomic.fna,0.012192573165273703,0.03333333333333333,0.05803890973942785
GCA_050648015.1_PDT002789300.1_genomic.fna,0.00406588804277292,0.03333333333333333,0.0039391923273434624
GCA_946402935.1_ED2007-10-17-c_genomic.fna,0.006544923015965275,0.03333333333333333,0.013878359193117824
GCA_965256235.1_1187M_genomic.fna,0.0021500681160298517,0.03333333333333333,0.03993417196823225
